OffsetMethod,ProjectLocation,VerificationStatus,TechnologyUsed,EmissionReduction,ProjectSize,CarbonCreditPrice
Renewable Energy,USA,Rejected,Hydro,8649.120472893997,52.93736262572978,74.77497599072728
Renewable Energy,India,Verified,Wind,5928.442069100067,32.71202160761563,71.9693305615765
Renewable Energy,India,Verified,Hydro,3815.7660884040583,423.9118090090443,64.31794853211073
Energy Efficiency,India,Rejected,Wind,2929.257199706115,85.48081271914062,37.50109412572198
Energy Efficiency,India,Rejected,Wind,2111.908601752264,607.2401085845989,38.631944094607306
Reforestation,USA,Rejected,Solar,7641.802094639203,881.0920326340178,72.0199307995362
Reforestation,India,Verified,Biomass,3926.751017547976,883.0319017022034,60.46407410476192
Afforestation,USA,Verified,Biomass,5161.627075787436,659.3863647221002,67.40199902615818
Afforestation,USA,Rejected,Hydro,4974.022252011701,212.0205996414581,47.99031725647309
Reforestation,China,Pending,Biomass,5815.062389407999,863.1338345275132,67.70665029231513
Energy Efficiency,Brazil,Rejected,Wind,8669.213741683066,886.2073418778949,75.20814212719428
Renewable Energy,Brazil,Pending,Wind,9809.319501475951,197.45693136800574,89.02116682105981
Reforestation,USA,Pending,Solar,4135.083664880787,737.6886596849066,63.052304921253
Afforestation,China,Rejected,Solar,8292.4373288524,287.23302937819585,65.33451693804396
Energy Efficiency,USA,Rejected,Biomass,7668.825167081704,802.8376720405768,71.3725025558143
Reforestation,USA,Rejected,Hydro,5777.936619410175,997.2406620036991,61.86208971708786
Reforestation,USA,Verified,Biomass,9564.866721758137,30.99597932406342,85.13429340203132
Energy Efficiency,China,Pending,Biomass,2084.6977037311876,897.468499925141,52.39817351790735
Reforestation,Brazil,Verified,Biomass,1181.715682065252,623.0079030650594,45.13865744097686
Energy Efficiency,China,Verified,Biomass,8554.223472858679,973.4092365456563,90.50520972974996
Renewable Energy,India,Rejected,Wind,4447.583184674108,465.5445080089012,53.89336100345956
Energy Efficiency,China,Verified,Hydro,8484.991656649898,847.5405426408024,89.90036370965751
Energy Efficiency,China,Rejected,Wind,8941.593031434608,63.331674529678956,70.34128190246983
Energy Efficiency,China,Pending,Hydro,718.3301768288072,335.94377102821744,40.95108859442621
Reforestation,China,Rejected,Solar,8846.301153562,67.94952121345877,67.91100097994459
Reforestation,Brazil,Verified,Biomass,4538.358648157279,975.3677903455915,65.4454711442423
Energy Efficiency,India,Verified,Wind,5153.281641141899,817.1569333645649,70.93797753935515
Reforestation,Brazil,Rejected,Hydro,6303.265859822782,852.6948738247245,59.043278037361155
Afforestation,Brazil,Rejected,Solar,9271.187806627859,938.0272662024603,74.73621169516389
Afforestation,China,Verified,Solar,289.24933485466386,86.01838263366557,38.30643050060998
Reforestation,USA,Pending,Biomass,4820.750336346389,386.21199492082,59.96587163094014
Reforestation,USA,Pending,Hydro,6908.448220062551,71.96385415495813,68.26187964186234
Energy Efficiency,Brazil,Rejected,Wind,7254.798881212461,211.58230844847859,61.389817490547095
Renewable Energy,Brazil,Pending,Biomass,6956.071072217369,230.13641126063467,73.0817194736932
Reforestation,China,Verified,Wind,1430.9077811404063,469.6381038365311,48.85091994406734
Afforestation,Brazil,Rejected,Solar,3064.0163248796443,269.29360528618895,37.01301767726011
Energy Efficiency,China,Verified,Wind,3651.2837016284334,101.87712871094334,59.275189795251606
Reforestation,USA,Verified,Wind,8063.9283560271,168.3235980050136,81.00287776018564
Afforestation,USA,Pending,Biomass,2859.7227369040747,148.12828798853883,45.77989656440576
Afforestation,India,Rejected,Wind,2185.9791422853114,973.103721114386,37.66093292257042
Renewable Energy,USA,Rejected,Biomass,9578.735388477153,759.5332144115552,85.48900908650131
Energy Efficiency,Brazil,Pending,Solar,187.74652262334212,967.7937038042924,44.61666965115963
Energy Efficiency,USA,Verified,Biomass,9978.426471251585,440.30074602140064,94.29513981647193
Renewable Energy,China,Verified,Biomass,6800.5308586882165,279.09011318099397,79.79355542525101
Renewable Energy,USA,Verified,Hydro,8301.846064546258,798.4949040119775,95.49417936285107
Energy Efficiency,India,Verified,Wind,3016.7320238273123,326.9276641231056,55.35293676036762
Energy Efficiency,USA,Rejected,Solar,241.72124890389378,300.08399033164295,32.2094461478359
Reforestation,China,Rejected,Biomass,7404.908233759147,233.27348621562336,59.35727603095197
Reforestation,China,Pending,Solar,8358.03151030669,130.54929924601112,76.09565054399356
Renewable Energy,Brazil,Pending,Hydro,7430.7137063398395,257.2065979557492,76.72563451125669
Reforestation,USA,Rejected,Wind,1514.2178442783022,355.9644287254138,35.13073350864565
Afforestation,China,Rejected,Biomass,7558.936430343994,674.3202139375846,62.53788429109582
Reforestation,India,Verified,Wind,7712.335542865646,63.502277377232126,73.19670048810056
Reforestation,Brazil,Verified,Hydro,6619.551105133543,211.29643272567762,69.21071985292448
Afforestation,India,Pending,Hydro,7684.547734676304,809.2146166513847,72.51488483989536
Renewable Energy,USA,Rejected,Solar,8474.622252809548,147.775001660187,76.85086128064961
Afforestation,USA,Pending,Biomass,6174.680730950839,343.30250137599904,64.30642866851417
Reforestation,USA,Rejected,Solar,977.1866682998227,864.7942629362819,38.533875970861935
Renewable Energy,Brazil,Verified,Hydro,4927.515315705387,155.7703858322992,68.19528043684993
Reforestation,China,Pending,Wind,868.7284132488901,83.65409878257171,37.18018305407017
Afforestation,Brazil,Pending,Solar,4134.676007221065,485.0534570849308,54.523914606954634
Afforestation,India,Rejected,Solar,4130.354242343714,303.1170917672579,41.68294212939115
Reforestation,Brazil,Verified,Wind,753.4974569883916,563.8449561193703,44.40593684613566
Energy Efficiency,India,Pending,Solar,3553.3232862978452,804.0010855929917,58.80662728741915
Energy Efficiency,Brazil,Verified,Wind,1198.8811780340168,138.01133966459042,45.37451928681599
Afforestation,China,Pending,Biomass,8101.528579091299,581.1183854697307,74.3188267501538
Afforestation,India,Verified,Wind,9482.11145704826,506.00325162947405,84.47058980153605
Energy Efficiency,USA,Rejected,Biomass,815.9331050535922,144.93470722718638,30.529012597539825
Energy Efficiency,USA,Pending,Wind,9555.640552187844,624.3744870434534,91.02194763137376
Reforestation,Brazil,Pending,Hydro,5273.508333433777,274.36677744291086,58.11120944159799
Reforestation,USA,Verified,Hydro,3065.7002117433517,488.3464842254685,58.21196590097144
Energy Efficiency,India,Verified,Biomass,860.9345452340187,83.19005195278481,40.136573245697946
Reforestation,USA,Pending,Biomass,5056.180253897136,460.1244731564094,61.882146001049776
Reforestation,China,Rejected,Hydro,7965.703890458412,307.1570045747775,63.90008949803984
Renewable Energy,China,Verified,Biomass,7100.156124940312,822.558829974169,86.72636892444325
Reforestation,Brazil,Verified,Wind,597.2375134933402,57.92174827037091,38.56540505017041
Afforestation,India,Verified,Wind,821.7281701422447,419.18866764341163,40.30052752714534
Reforestation,China,Pending,Hydro,4088.445498063107,458.97299270730656,56.0319574173886
Reforestation,China,Pending,Solar,3023.3758910746383,725.2810702228196,55.36969015760139
Energy Efficiency,India,Pending,Wind,2400.6047982548735,574.7132875151208,49.75015686642558
Afforestation,USA,Pending,Biomass,2881.9445391962645,667.5451248569868,51.08517394455119
Reforestation,USA,Rejected,Solar,8054.4791586391575,777.2722363661044,73.04511815685683
Reforestation,Brazil,Rejected,Solar,9299.357730955353,862.3407706845305,76.12019636162208
Renewable Energy,USA,Pending,Wind,4110.516675822908,314.561621225748,65.69819959137202
Reforestation,India,Rejected,Wind,9070.49892111172,538.4846826585391,69.73734143214399
Reforestation,China,Verified,Solar,3282.8074423540315,840.2679703607607,62.81671691537777
Renewable Energy,USA,Verified,Solar,4816.726164803537,989.4616798340913,81.9782476223586
Energy Efficiency,Brazil,Verified,Hydro,2337.687078378397,889.6297917327194,57.58473330921918
Reforestation,USA,Pending,Biomass,6440.712817540855,372.09579536175244,67.92452204132181
Renewable Energy,India,Verified,Hydro,9791.913040230607,195.97135070143176,91.91927870816735
Afforestation,Brazil,Rejected,Wind,6074.581650829448,489.90314486918214,53.27193970283906
Energy Efficiency,USA,Pending,Hydro,3642.359432724134,741.8998103842061,61.63079526746273
Afforestation,Brazil,Rejected,Hydro,6513.3927153062305,493.0765016825443,54.4977285933566
Afforestation,India,Verified,Hydro,1316.9147168073368,483.6976824503548,42.421550408540234
Renewable Energy,China,Verified,Hydro,8897.724894627447,838.3921906607188,96.87254637974442
Reforestation,India,Verified,Biomass,5080.53111272038,362.04237528811916,61.02307931648309
Renewable Energy,India,Pending,Biomass,4548.562446192456,859.934880136834,66.34216103233062
Renewable Energy,India,Rejected,Solar,5900.06140568984,407.39799615077186,61.574286989956924
Renewable Energy,India,Pending,Wind,6285.360241615084,328.9048725726611,71.71584993380203
Renewable Energy,China,Pending,Hydro,810.580481642479,454.5359212884993,47.59826162109739
Energy Efficiency,China,Verified,Solar,6857.910490111683,762.6845117161936,82.91639756772035
Reforestation,Brazil,Pending,Solar,2495.123635123743,126.87602583613028,44.74437843398002
Afforestation,USA,Pending,Solar,7168.131061815239,197.22279665614536,70.81288327563766
Afforestation,China,Verified,Biomass,8243.094464403548,951.4933808374288,83.73040613039203
Reforestation,China,Pending,Hydro,8059.189224769951,176.31613575397603,73.0591074813895
Afforestation,USA,Verified,Hydro,5569.759577338103,568.1595906131236,69.53039379282174
Reforestation,China,Verified,Wind,5249.681933876436,579.7351521952759,69.04576119133495
Afforestation,India,Verified,Hydro,1514.472017260176,490.13483758819456,43.47370846218283
Renewable Energy,India,Verified,Hydro,7775.926888991043,645.1005033282418,86.33063947823763
Afforestation,USA,Pending,Solar,2786.952866422472,230.59689907182081,49.24073332283057
Reforestation,Brazil,Verified,Wind,5017.284685897671,553.1096055089714,65.61751948457807
Reforestation,Brazil,Verified,Hydro,2914.3135199824155,372.8010819916503,52.29957841982858
Reforestation,USA,Pending,Biomass,1424.9007936969622,662.0055923695598,45.74455989218041
Reforestation,USA,Pending,Hydro,6332.621199228192,142.0823198297763,66.08392919443872
Reforestation,India,Rejected,Solar,637.8871447467479,571.3065394226368,28.902501117960107
Energy Efficiency,Brazil,Pending,Biomass,7511.5878178493795,186.08508502794038,70.4187899395263
Energy Efficiency,China,Pending,Solar,3244.109273085055,279.36442005192134,55.01419056594449
Afforestation,India,Rejected,Hydro,101.33346074440468,219.49109052325963,18.70157820895462
Reforestation,USA,Pending,Biomass,5160.178478448575,183.6549420889483,59.637441813132355
Afforestation,Brazil,Pending,Wind,563.833894423271,825.8852406091063,39.078021878207416
Reforestation,China,Pending,Wind,2834.0786224269045,286.42186009322944,49.034611713066816
Reforestation,China,Pending,Biomass,7099.06722581159,927.1966580825849,74.76730270988381
Energy Efficiency,India,Rejected,Biomass,720.6272540564721,969.9565988198457,33.30270225848082
Energy Efficiency,Brazil,Pending,Solar,8409.451074324423,571.6892094671603,81.76414746629371
Renewable Energy,Brazil,Pending,Biomass,137.81723431997278,143.85812154306066,38.12766738703047
Energy Efficiency,USA,Rejected,Solar,2543.556305098832,375.1736951362017,44.46951847685618
Renewable Energy,Brazil,Verified,Hydro,7434.950155905507,797.9345310848659,87.15409609037619
Renewable Energy,Brazil,Rejected,Solar,3231.074482320137,368.02333796837337,48.83560579128442
Renewable Energy,India,Verified,Biomass,1108.734641853534,87.93020108448596,46.422975220112534
Renewable Energy,Brazil,Rejected,Biomass,3666.315796124236,557.2281260172598,49.903860240793776
Renewable Energy,China,Rejected,Hydro,2776.893535206803,845.2757306445387,51.337224982479405
Afforestation,India,Pending,Biomass,8442.847831389494,796.1304607563588,75.17554376451106
Energy Efficiency,India,Verified,Biomass,3202.144384092917,175.9480169902229,52.77020209036681
Renewable Energy,USA,Pending,Wind,7910.431470582472,673.0918497980542,88.2830758508929
Reforestation,Brazil,Verified,Wind,8929.534233626275,221.28375917221146,81.86050875985349
Energy Efficiency,USA,Rejected,Hydro,4394.792453807642,218.98932701762007,50.16385553921441
Energy Efficiency,China,Rejected,Solar,9108.437124158481,874.1977015318799,80.2841626361112
Renewable Energy,India,Verified,Wind,3835.448734235609,250.41928378748992,63.68143650905294
Afforestation,India,Pending,Solar,9644.37632325207,263.9840991714932,78.86172260797528
Renewable Energy,India,Pending,Biomass,983.966292803172,1.6527373705382553,39.936358837721244
Afforestation,China,Pending,Wind,6901.490738382103,870.7983650913922,73.21543734282443
Reforestation,China,Pending,Hydro,4988.759000523594,792.8022183959256,63.871817186577225
Energy Efficiency,USA,Rejected,Hydro,3937.723174010906,627.7016061555873,51.9656319316104
Reforestation,USA,Rejected,Hydro,6363.847599611149,750.5154981749034,62.324392979804784
Afforestation,USA,Rejected,Wind,7068.1852071798785,152.89651885706732,58.86989122447007
Afforestation,Brazil,Rejected,Solar,143.19636953805997,458.86527099298786,24.30463455762018
Reforestation,India,Rejected,Biomass,1752.8355785972674,351.8681679614321,29.282859572600657
Afforestation,India,Pending,Solar,7159.155901279755,94.68274973075947,64.74260700370638
Reforestation,USA,Pending,Solar,6697.215594424244,486.64435472970916,73.35252151941832
Energy Efficiency,India,Pending,Biomass,9663.870300773904,920.8189106922928,87.52754061079244
Reforestation,USA,Pending,Biomass,7634.274123482752,41.01905993164379,70.5815612167302
Energy Efficiency,Brazil,Rejected,Wind,9512.649806540247,292.1694525803001,73.48494355850423
Reforestation,Brazil,Rejected,Wind,7055.150965194589,208.33339526949777,57.359088778667925
Afforestation,China,Rejected,Wind,3050.716865530487,238.9085070120306,37.64266939777274
Reforestation,Brazil,Verified,Wind,1143.112730283479,908.5261173274959,49.800824824692356
Afforestation,USA,Pending,Wind,7840.056247114862,468.60098518005583,75.88629108737487
Reforestation,Brazil,Pending,Biomass,6477.077292611568,466.833113526879,65.05371759832663
Reforestation,China,Rejected,Solar,577.0415226936327,760.815066812827,33.493358281596436
Renewable Energy,India,Pending,Wind,3664.4996124196855,155.33771180092089,56.87587518010764
Afforestation,USA,Pending,Wind,9572.318173294432,487.77808874595075,84.73937175393166
Renewable Energy,India,Rejected,Solar,5053.971342530992,430.5552289069387,57.575409001724346
Afforestation,China,Verified,Wind,4384.018446595076,597.3137798561095,62.893230031536476
Renewable Energy,China,Verified,Solar,4631.22609107701,999.5581455471881,79.15171191085693
Energy Efficiency,China,Verified,Solar,2167.938967651121,769.679445187965,59.53648929013526
Reforestation,India,Rejected,Biomass,3750.2009915614726,398.46783731440973,39.73568333095146
Afforestation,India,Pending,Hydro,3761.1512342730484,827.7254992217729,53.083011163582974
Afforestation,India,Rejected,Biomass,618.3146998559768,171.5376549491677,19.80695004877156
Reforestation,India,Rejected,Hydro,7698.919522327391,31.433222622651165,56.80892983786347
Afforestation,China,Pending,Hydro,4223.393875848402,205.2439240918088,52.1694086201601
Afforestation,China,Verified,Hydro,8239.58087948259,341.0711445581454,78.6086158429944
Renewable Energy,USA,Verified,Wind,8518.445211086964,511.07017670210035,94.70292782245582
Afforestation,USA,Rejected,Biomass,2198.741141516715,615.5140114006587,37.14884582159016
Energy Efficiency,India,Verified,Hydro,6607.799473484273,910.6951114972073,78.14594848239344
Energy Efficiency,Brazil,Rejected,Solar,4775.589861213519,510.3441555409072,52.98139086147667
Reforestation,Brazil,Rejected,Wind,8813.551705422702,501.77436898110363,69.08550221692454
Afforestation,China,Pending,Biomass,2235.832723846896,51.19276681315915,39.69109128736607
Reforestation,China,Pending,Hydro,6810.350683069438,35.876641103567586,65.41051982638287
Energy Efficiency,China,Pending,Solar,6116.746010301954,551.6088019544557,72.09981807105433
Afforestation,USA,Rejected,Biomass,3023.4846279611447,438.74043463509616,39.504827486156685
Afforestation,USA,Pending,Biomass,1452.3489461466088,839.3412145853183,45.655156876586226
Reforestation,China,Verified,Wind,6551.233628725038,161.51890512713334,71.37135719489652
Energy Efficiency,China,Verified,Biomass,7412.114835510074,25.946690454932547,75.32004108209969
Afforestation,China,Rejected,Wind,3224.710703257165,449.58972916219574,40.61945080790778
Reforestation,Brazil,Rejected,Hydro,6483.842779820907,238.24107819550522,53.801624681059586
Energy Efficiency,USA,Pending,Wind,4011.7959853538823,50.56475896549861,57.564627516424395
Reforestation,Brazil,Rejected,Solar,7160.748144497916,724.8736885607814,64.05247760809739
Renewable Energy,Brazil,Rejected,Wind,2072.2312214511257,112.48140695729023,39.48597017682853
Afforestation,China,Verified,Solar,8913.128526098126,608.711180507764,86.65275443556827
Renewable Energy,China,Verified,Wind,2945.3550050092394,281.76870041672225,62.54446202921342
Energy Efficiency,India,Pending,Biomass,3741.0812787859136,174.322554304667,50.44863193697624
Renewable Energy,India,Rejected,Hydro,675.1103255954629,380.3717713963982,33.17926934194129
Renewable Energy,Brazil,Rejected,Solar,1203.9709019806362,801.6443304467307,43.036297814370485
Energy Efficiency,USA,Verified,Wind,5207.032836852049,392.70148332766814,71.96217901753693
Reforestation,China,Rejected,Wind,2749.1674996069178,751.0188795618446,43.256026293653036
Renewable Energy,China,Verified,Wind,8371.254234847724,126.36081050235154,88.11987927926214
Reforestation,Brazil,Pending,Biomass,245.46454768404305,772.9986482454141,36.95730922087436
Renewable Energy,India,Verified,Biomass,3853.0310818521684,237.696391581742,61.64211932507826
Reforestation,USA,Rejected,Solar,3439.7209130140177,677.7157367589839,48.97576193265993
Energy Efficiency,India,Pending,Solar,291.34354608425025,566.2157732861554,40.118875463282805
Renewable Energy,India,Verified,Biomass,1331.247150105051,929.2155724944756,55.94839147547001
Energy Efficiency,India,Verified,Solar,4195.062481694489,387.9351954573387,62.854664363045835
Renewable Energy,India,Pending,Hydro,4979.3593860297215,67.09902364560601,61.56778716660467
Energy Efficiency,China,Pending,Hydro,4102.4684978232035,20.136330065701653,54.71370578977304
Energy Efficiency,China,Verified,Biomass,5356.283016279729,827.0317024117803,73.05173210551645
Renewable Energy,India,Rejected,Solar,5991.803581566247,525.2109020237707,63.21112692806894
Renewable Energy,USA,Verified,Wind,198.24582916557273,775.4688077831144,55.745917223659006
Renewable Energy,Brazil,Pending,Hydro,4694.542078589689,235.19117441150317,62.82462213706347
Afforestation,USA,Verified,Biomass,9638.642484787124,345.7386617677205,86.65059904161282
Reforestation,USA,Pending,Solar,5238.419573282532,31.07376833910762,61.502835549803734
Afforestation,USA,Pending,Biomass,6807.668447843636,961.5308322495381,73.65365056171356
Afforestation,India,Rejected,Wind,3187.452193377144,668.2000387941126,39.61926135482685
Energy Efficiency,China,Pending,Hydro,7762.514643712349,933.2718826715469,82.14529204527722
Renewable Energy,USA,Pending,Biomass,7751.922670573539,266.23091102164324,81.42192246308413
Reforestation,India,Rejected,Biomass,5260.8308717759755,611.8521476144351,49.42267583502423
Energy Efficiency,USA,Pending,Biomass,9762.536850464214,678.8214683243451,90.60089893556452
Afforestation,USA,Rejected,Wind,1342.9471261502683,318.23215055733084,31.89705713632465
Renewable Energy,India,Rejected,Biomass,267.7818824068518,848.2611257806144,34.8215206698404
Energy Efficiency,China,Pending,Wind,7724.56629639525,947.2143014373476,83.09497449634972
Renewable Energy,China,Pending,Wind,8090.839819912338,884.9702625783083,89.30390172534477
Energy Efficiency,Brazil,Verified,Wind,1290.0515682937048,739.3279089634332,51.843536931102854
Renewable Energy,India,Rejected,Hydro,2729.2700462902003,278.1872150452291,42.428222381903296
Afforestation,Brazil,Verified,Hydro,273.76839732962617,282.3344260635261,36.19218624728339
Reforestation,Brazil,Pending,Biomass,3003.7552467275905,963.3969601255919,52.65274583489387
Afforestation,Brazil,Verified,Biomass,7754.104551794848,11.274211439756336,69.8832648733718
Reforestation,China,Rejected,Hydro,5227.809224354532,716.3339232689024,54.302385354461684
Renewable Energy,India,Verified,Solar,3546.146372366052,706.5399163927069,67.79613102575733
Energy Efficiency,Brazil,Rejected,Hydro,3780.21901957267,623.0668514088477,47.131763611951826
Afforestation,India,Pending,Wind,113.40089458313473,990.118737240779,37.46819184532346
Reforestation,India,Pending,Hydro,3068.025222895835,312.5675563279615,46.46580167775879
Afforestation,China,Rejected,Wind,6499.941542215512,340.6318919294549,55.90602663037211
Reforestation,Brazil,Pending,Biomass,9744.524993781935,79.86046354360899,77.52122960434576
Afforestation,Brazil,Pending,Solar,8485.902187140606,443.3553384071937,75.86306431977496
Reforestation,India,Pending,Biomass,333.5901499907384,261.78747770861327,31.285825527039826
Reforestation,USA,Pending,Wind,8995.749986280909,344.04331547546656,82.41918308615921
Renewable Energy,China,Rejected,Wind,7853.664291656397,834.737218465372,77.61569364293571
Reforestation,China,Verified,Wind,7825.723623352706,935.5490290139683,85.48410840690322
Renewable Energy,China,Verified,Solar,4634.158014135358,186.54733893318044,71.0362634600086
Reforestation,China,Pending,Hydro,4040.252400249578,373.1364226219124,54.93262622746701
Energy Efficiency,Brazil,Verified,Biomass,3098.865715448607,928.7019315532787,60.78134789277582
Energy Efficiency,Brazil,Verified,Biomass,750.3791036482212,62.746652228533414,40.379362040526445
Energy Efficiency,USA,Pending,Hydro,2359.530098587621,93.26816758326714,48.73033216877078
Reforestation,China,Pending,Biomass,2541.3759862824436,163.62819821702314,44.34316191358245
Renewable Energy,China,Verified,Solar,4892.362990130996,595.6176212927479,76.41799116358246
Renewable Energy,India,Rejected,Biomass,7499.69962530727,151.32179873499146,64.01171611388627
Reforestation,Brazil,Pending,Wind,4790.717301139672,968.1083050692828,63.63466955639119
Energy Efficiency,China,Rejected,Hydro,672.66004952689,447.2678127312618,31.835978374947068
Energy Efficiency,USA,Verified,Solar,9582.119029783218,502.01644238981623,95.93075957281425
Renewable Energy,USA,Pending,Hydro,9432.970759031712,247.41195718960108,90.63897336705458
Energy Efficiency,Brazil,Rejected,Solar,7873.376477169243,471.48929218229875,68.0817753076692
Afforestation,USA,Pending,Wind,9914.146225485783,662.2517190043745,88.19324831747267
Renewable Energy,USA,Verified,Hydro,5490.375094722603,751.4259598170887,80.9661350717839
Energy Efficiency,Brazil,Rejected,Biomass,9631.40666750674,754.1142146272031,76.69817548380573
Renewable Energy,China,Verified,Solar,848.4899021058327,578.3132215813943,56.025581726343106
Afforestation,China,Verified,Hydro,3720.239407787576,904.4554152188633,61.645751191126514
Renewable Energy,USA,Pending,Biomass,2331.274553266982,817.5904394588033,59.83227716092294
Renewable Energy,USA,Rejected,Hydro,2038.7475329292733,757.2910665839267,48.76664833048564
Renewable Energy,China,Verified,Hydro,1493.9491940374933,56.549916158780164,52.03524513177527
Renewable Energy,Brazil,Verified,Hydro,6261.895051503367,7.871084257429665,73.38818610009113
Afforestation,USA,Rejected,Solar,7835.08637189832,213.23482991827748,64.30778015867438
Reforestation,India,Verified,Biomass,5825.1541542615705,663.8600703195389,67.76437147450324
Renewable Energy,Brazil,Verified,Wind,1554.9308249232758,411.78629139366325,54.89251703855301
Renewable Energy,USA,Rejected,Solar,8130.125322341362,403.0038530400124,77.68066514210693
Energy Efficiency,USA,Rejected,Solar,6395.951600920912,884.7023013413841,68.82678101801841
Renewable Energy,India,Rejected,Solar,3942.8404906572555,895.6672852837069,56.67087530612335
Energy Efficiency,India,Rejected,Wind,6773.889925807023,909.2660887895321,64.96211051693044
Reforestation,China,Pending,Biomass,2673.0592945040453,314.5641984385123,46.51093845690535
Afforestation,Brazil,Rejected,Biomass,3517.402864092684,691.3647569265225,40.50066188972865
Afforestation,Brazil,Pending,Biomass,9183.109847006703,272.3615480930953,74.63916471596447
Reforestation,China,Pending,Hydro,2975.994606147062,191.41922324137533,47.79416526314906
Afforestation,Brazil,Pending,Hydro,4752.883854763572,185.44782489002185,52.61889752271808
Reforestation,Brazil,Verified,Hydro,8912.397260220545,342.76551324273044,81.98964143353004
Reforestation,Brazil,Pending,Wind,7106.441367648522,430.52766216004187,69.83748345984303
Reforestation,Brazil,Pending,Hydro,715.8119390305573,831.1182218840133,40.890241913992924
Afforestation,Brazil,Verified,Wind,1558.3001383618064,120.77120237923938,41.99921271560143
Energy Efficiency,India,Verified,Biomass,177.63174864197651,735.1909215474993,43.240067958684875
Reforestation,Brazil,Verified,Hydro,6346.125723268718,531.923459275116,71.04986320909475
Renewable Energy,India,Rejected,Hydro,4531.966911563141,288.6573973333165,51.54640853114887
Afforestation,Brazil,Verified,Solar,1429.3210239325279,493.3267649482918,46.07987276914555
Reforestation,China,Verified,Wind,9583.547798462027,300.6421277072456,87.92416026938258
Reforestation,USA,Pending,Biomass,5343.631267061637,596.4858732830677,64.68301506813887
Renewable Energy,India,Verified,Solar,2494.743611717603,434.41007893238896,59.81781884791191
Energy Efficiency,Brazil,Rejected,Solar,5055.9753544316045,165.24112354979985,50.93228800765602
Energy Efficiency,China,Verified,Biomass,6828.2412940775675,117.46649148114102,73.31587138519924
Energy Efficiency,USA,Rejected,Solar,854.7682579382883,547.148986390058,37.74533115359202
Reforestation,India,Verified,Wind,2819.5677689741306,902.5106202528174,57.12294504739883
Reforestation,USA,Verified,Wind,8088.958359751537,344.6137288711279,82.89092908746896
Reforestation,China,Verified,Hydro,4650.682216986346,733.2671071154006,66.58608215608574
Afforestation,India,Verified,Solar,5511.11370611972,659.0026935848272,67.14559546644688
Renewable Energy,USA,Rejected,Hydro,4384.8784218737455,931.6233593951715,62.24062570332045
Reforestation,Brazil,Rejected,Solar,534.6094321657506,821.1600362818417,31.88464752364717
Renewable Energy,India,Pending,Wind,1740.9228202195436,567.0386536465575,51.37500063756329
Renewable Energy,USA,Rejected,Wind,4510.86222354472,657.3734677358732,61.12804579508233
Energy Efficiency,China,Verified,Wind,2170.9361075384854,898.4880801174509,59.839561338866936
Afforestation,China,Pending,Solar,594.7923837308194,400.11926580234785,37.975154576677575
Reforestation,India,Pending,Wind,8452.131674113056,327.46791115191957,74.53533748208449
Energy Efficiency,USA,Pending,Solar,9813.806038724746,11.800272551561143,87.18703291913934
Energy Efficiency,India,Verified,Hydro,7952.11445256772,826.7245231172727,84.02781749401133
Reforestation,India,Rejected,Solar,8552.470724876204,801.1797197029615,70.77415082141064
Renewable Energy,USA,Verified,Hydro,2495.5735901387493,105.35006358205123,59.53136858651426
Energy Efficiency,USA,Pending,Solar,9610.207057580677,577.2805237515676,91.82384052541906
Renewable Energy,Brazil,Verified,Hydro,2049.564474088941,464.5177164687205,56.892999535131906
Afforestation,USA,Verified,Wind,9519.15512258214,119.59038641360235,85.79167947704673
Renewable Energy,China,Rejected,Hydro,9948.711010262916,980.5876588336628,88.5494316396512
Afforestation,India,Rejected,Wind,7146.055776885883,215.4811915758921,54.88509080018834
Renewable Energy,India,Pending,Wind,9813.322944739037,68.16694591047059,86.74828418279989
Energy Efficiency,China,Verified,Hydro,5738.4438177143265,595.2525321224076,73.6447444097957
Energy Efficiency,USA,Verified,Solar,2669.4636534432943,739.1278104558996,63.73859637177547
Afforestation,China,Rejected,Solar,4426.259268089647,33.41100260113978,43.46540636645963
Reforestation,China,Verified,Biomass,5976.253260249981,659.0589210882952,71.47185551213286
Afforestation,Brazil,Verified,Solar,823.5074640674484,532.759584075503,43.44513316109227
Afforestation,China,Verified,Biomass,6261.1983197107365,104.16174386617337,65.34760903721542
Renewable Energy,India,Rejected,Solar,9813.660583946716,173.3513530694157,78.80181645042774
Renewable Energy,China,Pending,Solar,1982.0657328589036,568.4063230187644,56.59439189448216
Afforestation,India,Pending,Wind,7946.691651254995,297.06125589977506,69.70407081527273
Energy Efficiency,India,Verified,Biomass,9088.198058418231,938.3774129226648,89.82476442131781
Renewable Energy,India,Pending,Solar,9442.645768920185,818.9214892545667,93.4024437371466
Reforestation,USA,Rejected,Biomass,9605.342483613927,983.5836393071494,79.86254881114112
Renewable Energy,Brazil,Rejected,Wind,5262.450423342572,260.41116811146355,56.9163637978275
Renewable Energy,India,Pending,Wind,9775.348289115887,969.753909165179,95.57428053723123
Reforestation,India,Pending,Biomass,7597.371050630944,431.8026359217663,69.30488161237238
Afforestation,USA,Verified,Wind,1700.5472187459227,348.1712765184409,48.98444885891402
Reforestation,India,Pending,Hydro,4821.311054032903,51.299177442383886,52.61954704458835
Afforestation,China,Verified,Hydro,7211.478636182839,53.712492601743016,70.59451810693162
